order_details_id	order_id	order_date	order_time	order_datetime	item_id	item_name	category	price	price_range
130	54	2023-01-01	19:01:45	2023-01-01 19:01:45	119	Chicken Torta	Mexican	11.95	$10 or more
131	54	2023-01-01	19:01:45	2023-01-01 19:01:45	106	French Fries	American	7.00	Under $10
132	55	2023-01-01	19:03:19	2023-01-01 19:03:19	118	Steak Burrito	Mexican	14.95	$10 or more
133	55	2023-01-01	19:03:19	2023-01-01 19:03:19	122	Chips & Salsa	Mexican	7.00	Under $10
134	56	2023-01-01	19:07:00	2023-01-01 19:07:00	108	Tofu Pad Thai	Asian	14.50	$10 or more
135	56	2023-01-01	19:07:00	2023-01-01 19:07:00	128	Cheese Lasagna	Italian	15.50	$10 or more
136	56	2023-01-01	19:07:00	2023-01-01 19:07:00	105	Mac & Cheese	American	7.00	Under $10
137	57	2023-01-01	19:10:51	2023-01-01 19:10:51	108	Tofu Pad Thai	Asian	14.50	$10 or more
138	58	2023-01-01	19:30:40	2023-01-01 19:30:40	124	Spaghetti	Italian	14.50	$10 or more
139	58	2023-01-01	19:30:40	2023-01-01 19:30:40	113	Edamame	Asian	5.00	Under $10
140	59	2023-01-01	19:40:08	2023-01-01 19:40:08	127	Meat Lasagna	Italian	17.95	$10 or more
141	59	2023-01-01	19:40:08	2023-01-01 19:40:08	112	Salmon Roll	Asian	14.95	$10 or more
142	59	2023-01-01	19:40:08	2023-01-01 19:40:08	113	Edamame	Asian	5.00	Under $10
143	60	2023-01-01	20:05:16	2023-01-01 20:05:16	104	Veggie Burger	American	10.50	$10 or more
144	60	2023-01-01	20:05:16	2023-01-01 20:05:16	125	Spaghetti & Meatballs	Italian	17.95	$10 or more
145	61	2023-01-01	20:08:43	2023-01-01 20:08:43	101	Hamburger	American	12.95	$10 or more
146	61	2023-01-01	20:08:43	2023-01-01 20:08:43	117	Chicken Burrito	Mexican	12.95	$10 or more
147	62	2023-01-01	20:50:16	2023-01-01 20:50:16	101	Hamburger	American	12.95	$10 or more
148	62	2023-01-01	20:50:16	2023-01-01 20:50:16	123	Chips & Guacamole	Mexican	9.00	Under $10
149	63	2023-01-01	20:51:42	2023-01-01 20:51:42	112	Salmon Roll	Asian	14.95	$10 or more
150	64	2023-01-01	20:52:08	2023-01-01 20:52:08	107	Orange Chicken	Asian	16.50	$10 or more
151	65	2023-01-01	21:16:00	2023-01-01 21:16:00	112	Salmon Roll	Asian	14.95	$10 or more
152	65	2023-01-01	21:16:00	2023-01-01 21:16:00	120	Steak Torta	Mexican	13.95	$10 or more
153	65	2023-01-01	21:16:00	2023-01-01 21:16:00	122	Chips & Salsa	Mexican	7.00	Under $10
154	65	2023-01-01	21:16:00	2023-01-01 21:16:00	123	Chips & Guacamole	Mexican	9.00	Under $10
155	66	2023-01-01	21:47:55	2023-01-01 21:47:55	108	Tofu Pad Thai	Asian	14.50	$10 or more
156	66	2023-01-01	21:47:55	2023-01-01 21:47:55	110	Pork Ramen	Asian	17.95	$10 or more
157	67	2023-01-01	22:03:40	2023-01-01 22:03:40	105	Mac & Cheese	American	7.00	Under $10
158	68	2023-01-01	22:07:32	2023-01-01 22:07:32	108	Tofu Pad Thai	Asian	14.50	$10 or more
159	68	2023-01-01	22:07:32	2023-01-01 22:07:32	117	Chicken Burrito	Mexican	12.95	$10 or more
160	68	2023-01-01	22:07:32	2023-01-01 22:07:32	117	Chicken Burrito	Mexican	12.95	$10 or more
161	69	2023-01-01	22:12:13	2023-01-01 22:12:13	101	Hamburger	American	12.95	$10 or more
162	70	2023-01-02	11:38:51	2023-01-02 11:38:51	127	Meat Lasagna	Italian	17.95	$10 or more
163	70	2023-01-02	11:38:51	2023-01-02 11:38:51	121	Cheese Quesadillas	Mexican	10.50	$10 or more
164	71	2023-01-02	11:40:50	2023-01-02 11:40:50	106	French Fries	American	7.00	Under $10
165	72	2023-01-02	11:57:25	2023-01-02 11:57:25	131	Chicken Parmesan	Italian	17.95	$10 or more
166	73	2023-01-02	11:58:56	2023-01-02 11:58:56	106	French Fries	American	7.00	Under $10
167	74	2023-01-02	12:01:12	2023-01-02 12:01:12	124	Spaghetti	Italian	14.50	$10 or more
168	74	2023-01-02	12:01:12	2023-01-02 12:01:12	129	Mushroom Ravioli	Italian	15.50	$10 or more
169	74	2023-01-02	12:01:12	2023-01-02 12:01:12	130	Shrimp Scampi	Italian	19.95	$10 or more
170	74	2023-01-02	12:01:12	2023-01-02 12:01:12	123	Chips & Guacamole	Mexican	9.00	Under $10
171	75	2023-01-02	12:10:15	2023-01-02 12:10:15	117	Chicken Burrito	Mexican	12.95	$10 or more
172	75	2023-01-02	12:10:15	2023-01-02 12:10:15	128	Cheese Lasagna	Italian	15.50	$10 or more
173	75	2023-01-02	12:10:15	2023-01-02 12:10:15	111	California Roll	Asian	11.95	$10 or more
174	76	2023-01-02	12:21:17	2023-01-02 12:21:17	107	Orange Chicken	Asian	16.50	$10 or more
175	76	2023-01-02	12:21:17	2023-01-02 12:21:17	109	Korean Beef Bowl	Asian	17.95	$10 or more
176	76	2023-01-02	12:21:17	2023-01-02 12:21:17	127	Meat Lasagna	Italian	17.95	$10 or more
177	76	2023-01-02	12:21:17	2023-01-02 12:21:17	122	Chips & Salsa	Mexican	7.00	Under $10
178	77	2023-01-02	12:22:46	2023-01-02 12:22:46	101	Hamburger	American	12.95	$10 or more
179	77	2023-01-02	12:22:46	2023-01-02 12:22:46	109	Korean Beef Bowl	Asian	17.95	$10 or more
180	78	2023-01-02	12:28:14	2023-01-02 12:28:14	107	Orange Chicken	Asian	16.50	$10 or more
181	78	2023-01-02	12:28:14	2023-01-02 12:28:14	108	Tofu Pad Thai	Asian	14.50	$10 or more
182	78	2023-01-02	12:28:14	2023-01-02 12:28:14	125	Spaghetti & Meatballs	Italian	17.95	$10 or more
183	78	2023-01-02	12:28:14	2023-01-02 12:28:14	110	Pork Ramen	Asian	17.95	$10 or more
184	78	2023-01-02	12:28:14	2023-01-02 12:28:14	122	Chips & Salsa	Mexican	7.00	Under $10
185	78	2023-01-02	12:28:14	2023-01-02 12:28:14	106	French Fries	American	7.00	Under $10
186	79	2023-01-02	12:29:11	2023-01-02 12:29:11	110	Pork Ramen	Asian	17.95	$10 or more
187	79	2023-01-02	12:29:11	2023-01-02 12:29:11	112	Salmon Roll	Asian	14.95	$10 or more
188	79	2023-01-02	12:29:11	2023-01-02 12:29:11	106	French Fries	American	7.00	Under $10
189	80	2023-01-02	12:35:38	2023-01-02 12:35:38	113	Edamame	Asian	5.00	Under $10
190	80	2023-01-02	12:35:38	2023-01-02 12:35:38	106	French Fries	American	7.00	Under $10
191	81	2023-01-02	12:40:01	2023-01-02 12:40:01	106	French Fries	American	7.00	Under $10
192	82	2023-01-02	12:45:51	2023-01-02 12:45:51	107	Orange Chicken	Asian	16.50	$10 or more
193	82	2023-01-02	12:45:51	2023-01-02 12:45:51	102	Cheeseburger	American	13.95	$10 or more
194	82	2023-01-02	12:45:51	2023-01-02 12:45:51	122	Chips & Salsa	Mexican	7.00	Under $10
195	82	2023-01-02	12:45:51	2023-01-02 12:45:51	132	Eggplant Parmesan	Italian	16.95	$10 or more
196	83	2023-01-02	12:53:27	2023-01-02 12:53:27	105	Mac & Cheese	American	7.00	Under $10
197	84	2023-01-02	13:13:41	2023-01-02 13:13:41	113	Edamame	Asian	5.00	Under $10
198	85	2023-01-02	13:34:49	2023-01-02 13:34:49	108	Tofu Pad Thai	Asian	14.50	$10 or more
199	85	2023-01-02	13:34:49	2023-01-02 13:34:49	108	Tofu Pad Thai	Asian	14.50	$10 or more
200	85	2023-01-02	13:34:49	2023-01-02 13:34:49	117	Chicken Burrito	Mexican	12.95	$10 or more
201	85	2023-01-02	13:34:49	2023-01-02 13:34:49	114	Potstickers	Asian	9.00	Under $10
202	86	2023-01-02	13:40:31	2023-01-02 13:40:31	109	Korean Beef Bowl	Asian	17.95	$10 or more
203	87	2023-01-02	14:01:02	2023-01-02 14:01:02	110	Pork Ramen	Asian	17.95	$10 or more
204	87	2023-01-02	14:01:02	2023-01-02 14:01:02	129	Mushroom Ravioli	Italian	15.50	$10 or more
205	87	2023-01-02	14:01:02	2023-01-02 14:01:02	123	Chips & Guacamole	Mexican	9.00	Under $10
206	87	2023-01-02	14:01:02	2023-01-02 14:01:02	123	Chips & Guacamole	Mexican	9.00	Under $10
207	88	2023-01-02	14:10:08	2023-01-02 14:10:08	124	Spaghetti	Italian	14.50	$10 or more
208	89	2023-01-02	14:30:19	2023-01-02 14:30:19	121	Cheese Quesadillas	Mexican	10.50	$10 or more
209	89	2023-01-02	14:30:19	2023-01-02 14:30:19	106	French Fries	American	7.00	Under $10
210	90	2023-01-02	15:08:48	2023-01-02 15:08:48	120	Steak Torta	Mexican	13.95	$10 or more
211	90	2023-01-02	15:08:48	2023-01-02 15:08:48	106	French Fries	American	7.00	Under $10
212	91	2023-01-02	15:14:43	2023-01-02 15:14:43	101	Hamburger	American	12.95	$10 or more
213	91	2023-01-02	15:14:43	2023-01-02 15:14:43	104	Veggie Burger	American	10.50	$10 or more
214	91	2023-01-02	15:14:43	2023-01-02 15:14:43	113	Edamame	Asian	5.00	Under $10
215	92	2023-01-02	15:17:02	2023-01-02 15:17:02	101	Hamburger	American	12.95	$10 or more
216	92	2023-01-02	15:17:02	2023-01-02 15:17:02	117	Chicken Burrito	Mexican	12.95	$10 or more
217	92	2023-01-02	15:17:02	2023-01-02 15:17:02	117	Chicken Burrito	Mexican	12.95	$10 or more
218	92	2023-01-02	15:17:02	2023-01-02 15:17:02	127	Meat Lasagna	Italian	17.95	$10 or more
219	92	2023-01-02	15:17:02	2023-01-02 15:17:02	113	Edamame	Asian	5.00	Under $10
220	92	2023-01-02	15:17:02	2023-01-02 15:17:02	118	Steak Burrito	Mexican	14.95	$10 or more
221	92	2023-01-02	15:17:02	2023-01-02 15:17:02	131	Chicken Parmesan	Italian	17.95	$10 or more
222	92	2023-01-02	15:17:02	2023-01-02 15:17:02	123	Chips & Guacamole	Mexican	9.00	Under $10
223	92	2023-01-02	15:17:02	2023-01-02 15:17:02	114	Potstickers	Asian	9.00	Under $10
224	93	2023-01-02	15:29:31	2023-01-02 15:29:31	120	Steak Torta	Mexican	13.95	$10 or more
225	94	2023-01-02	16:17:16	2023-01-02 16:17:16	110	Pork Ramen	Asian	17.95	$10 or more
226	94	2023-01-02	16:17:16	2023-01-02 16:17:16	105	Mac & Cheese	American	7.00	Under $10
227	95	2023-01-02	16:18:04	2023-01-02 16:18:04	111	California Roll	Asian	11.95	$10 or more
228	95	2023-01-02	16:18:04	2023-01-02 16:18:04	118	Steak Burrito	Mexican	14.95	$10 or more
229	96	2023-01-02	16:21:20	2023-01-02 16:21:20	111	California Roll	Asian	11.95	$10 or more
230	97	2023-01-02	16:45:33	2023-01-02 16:45:33	107	Orange Chicken	Asian	16.50	$10 or more
231	98	2023-01-02	17:18:18	2023-01-02 17:18:18	108	Tofu Pad Thai	Asian	14.50	$10 or more
232	98	2023-01-02	17:18:18	2023-01-02 17:18:18	111	California Roll	Asian	11.95	$10 or more
233	99	2023-01-02	17:45:42	2023-01-02 17:45:42	117	Chicken Burrito	Mexican	12.95	$10 or more
234	100	2023-01-02	17:46:17	2023-01-02 17:46:17	109	Korean Beef Bowl	Asian	17.95	$10 or more
235	101	2023-01-02	17:51:33	2023-01-02 17:51:33	102	Cheeseburger	American	13.95	$10 or more
236	101	2023-01-02	17:51:33	2023-01-02 17:51:33	113	Edamame	Asian	5.00	Under $10
237	101	2023-01-02	17:51:33	2023-01-02 17:51:33	121	Cheese Quesadillas	Mexican	10.50	$10 or more
238	101	2023-01-02	17:51:33	2023-01-02 17:51:33	122	Chips & Salsa	Mexican	7.00	Under $10
239	102	2023-01-02	17:54:04	2023-01-02 17:54:04	101	Hamburger	American	12.95	$10 or more
240	102	2023-01-02	17:54:04	2023-01-02 17:54:04	119	Chicken Torta	Mexican	11.95	$10 or more
241	103	2023-01-02	18:02:09	2023-01-02 18:02:09	123	Chips & Guacamole	Mexican	9.00	Under $10
242	104	2023-01-02	18:02:12	2023-01-02 18:02:12	101	Hamburger	American	12.95	$10 or more
243	104	2023-01-02	18:02:12	2023-01-02 18:02:12	103	Hot Dog	American	9.00	Under $10
244	104	2023-01-02	18:02:12	2023-01-02 18:02:12	127	Meat Lasagna	Italian	17.95	$10 or more
245	104	2023-01-02	18:02:12	2023-01-02 18:02:12	132	Eggplant Parmesan	Italian	16.95	$10 or more
246	105	2023-01-02	18:12:01	2023-01-02 18:12:01	109	Korean Beef Bowl	Asian	17.95	$10 or more
247	105	2023-01-02	18:12:01	2023-01-02 18:12:01	113	Edamame	Asian	5.00	Under $10
248	105	2023-01-02	18:12:01	2023-01-02 18:12:01	119	Chicken Torta	Mexican	11.95	$10 or more
249	106	2023-01-02	18:12:13	2023-01-02 18:12:13	129	Mushroom Ravioli	Italian	15.50	$10 or more
250	106	2023-01-02	18:12:13	2023-01-02 18:12:13	122	Chips & Salsa	Mexican	7.00	Under $10
251	107	2023-01-02	18:25:09	2023-01-02 18:25:09	102	Cheeseburger	American	13.95	$10 or more
252	107	2023-01-02	18:25:09	2023-01-02 18:25:09	117	Chicken Burrito	Mexican	12.95	$10 or more
253	107	2023-01-02	18:25:09	2023-01-02 18:25:09	122	Chips & Salsa	Mexican	7.00	Under $10
254	107	2023-01-02	18:25:09	2023-01-02 18:25:09	132	Eggplant Parmesan	Italian	16.95	$10 or more
255	108	2023-01-02	18:25:25	2023-01-02 18:25:25	108	Tofu Pad Thai	Asian	14.50	$10 or more
256	108	2023-01-02	18:25:25	2023-01-02 18:25:25	109	Korean Beef Bowl	Asian	17.95	$10 or more
257	108	2023-01-02	18:25:25	2023-01-02 18:25:25	123	Chips & Guacamole	Mexican	9.00	Under $10
258	109	2023-01-02	18:27:50	2023-01-02 18:27:50	110	Pork Ramen	Asian	17.95	$10 or more
